max_floor_lvl,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,age_of_block,rental_to_sold_ratio,block_street,mrt_dist,school_dist,mall_dist,upcoming_mrt_dist
13,0,0,0,0,0,96,0,0,0,18,78,0,0,0,0,0,0,0,39,0.010309278350515464,140 LOR AH SOO,0.0031240483921289083,0.0030654911537899344,0.0014270520685586608,0.02479585273815503
4,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,39,0.058823529411764705,140 MARSILING RD,0.0021899924677788903,0.003839178852918519,0.0020368161629170357,0.02952078890661047
11,0,0,1,0,0,72,0,0,0,19,53,0,0,0,0,0,0,0,30,0.0136986301369863,140 PASIR RIS ST 11,0.007815034232623492,0.001647509893674165,0.0033102103600715464,0.03507141108559156
9,1,0,1,0,0,72,0,0,0,44,28,0,0,0,0,0,0,0,36,0.0136986301369863,140 PETIR RD,0.004323451885074228,0.0018830007682996276,0.0030714916540189752,0.01066230954175351
16,0,0,0,0,0,122,0,0,75,40,7,0,0,0,0,0,0,0,39,0.008130081300813009,140 POTONG PASIR AVE 3,0.0025099494231168055,0.002715994733062246,0.0018397294837223194,0.018017887307495102
17,0,0,1,0,0,128,0,0,0,128,0,0,0,0,0,0,0,0,26,0.007751937984496124,140 RIVERVALE ST,0.002789014275366146,0.0007207060398447666,0.0028450532315158054,0.02593396636082484
13,0,0,1,0,0,108,0,0,0,84,24,0,0,0,0,0,0,0,35,0.009174311926605505,140 SERANGOON NTH AVE 2,0.003940321411537976,0.003370828460592369,0.003873017590936529,0.02472799902110489
9,0,0,1,0,0,114,0,0,0,114,0,0,0,0,0,0,0,0,39,0.008695652173913044,140 TAMPINES ST 12,0.00244315910141985,0.0010930011415085166,0.0046368859049780555,0.019429744209295382
12,1,0,0,0,0,110,0,0,66,44,0,0,0,0,0,0,0,0,39,0.009009009009009009,140 YISHUN RING RD,0.0017145429112543698,0.001992885992998143,0.002417398277059778,0.019815323287653366
19,0,0,0,0,0,131,0,26,36,69,0,0,0,0,0,0,0,0,5,0.007575757575757576,140A CORPORATION DR,0.00746934670824638,0.009649121707551712,0.007074642215974416,0.005690124891297234
17,0,0,0,0,0,186,0,94,31,61,0,0,0,0,0,0,0,0,5,0.0053475935828877,140B CORPORATION DR,0.005039160587776163,0.003891977651400269,0.0004957998676678637,0.005005490879321171
17,0,0,1,0,0,192,0,96,32,64,0,0,0,0,0,0,0,0,5,0.0051813471502590676,140C CORPORATION DR,0.007158200485551275,0.009391840500732655,0.00675388928114936,0.005466510412609553
19,0,0,0,0,0,132,0,24,36,72,0,0,0,0,0,0,0,0,5,0.007518796992481203,140D CORPORATION DR,0.007064461599554407,0.009314467020326333,0.0066572332668510155,0.005402469239648154
13,0,0,1,0,0,120,0,0,0,78,42,0,0,0,0,0,0,0,37,0.008264462809917356,141 BEDOK RESERVOIR RD,0.0011964013048946362,0.0018277089790214116,0.009206360060317132,0.011942077294640275
13,0,0,0,0,0,96,0,0,0,42,54,0,0,0,0,0,0,0,36,0.010309278350515464,141 BISHAN ST 12,0.004712497854121141,0.004259902989813931,0.005273243690416057,0.02076533086180965
17,0,0,0,0,0,80,0,0,0,0,0,80,0,0,0,0,0,0,39,0.012345679012345678,141 BT BATOK ST 11,0.0019734404982800005,0.0013281754382052356,0.00129408498177079,0.002365396170110802
11,1,0,1,0,0,212,0,0,188,19,2,3,0,0,0,0,0,0,45,0.004694835680751174,141 JLN BT MERAH,0.004494200485871709,0.0021295789626327214,0.004987609365344234,0.0049084962856436685
13,0,0,1,0,0,80,0,0,0,0,0,80,0,0,0,0,0,0,39,0.012345679012345678,141 LOR AH SOO,0.003462968578860823,0.0036240694200836633,0.0011744664392185692,0.024770265466473675
30,0,0,1,0,0,173,0,0,0,115,58,0,0,0,0,0,0,0,24,0.005747126436781609,141 LOR 2 TOA PAYOH,0.0020833838339916356,0.0015361987858894721,0.0039439757218126155,0.023305542884431835
10,0,0,0,0,0,52,0,0,0,0,17,35,0,0,0,0,0,0,39,0.018867924528301886,141 MARSILING RD,0.001956810511609074,0.0035597864481373928,0.0017830275152147122,0.029284756132810886
11,0,0,0,0,0,50,0,0,0,12,38,0,0,0,0,0,0,0,30,0.0196078431372549,141 PASIR RIS ST 11,0.008034486426414751,0.0014475920753930283,0.0031265285118530464,0.03530657081605774
9,0,0,1,0,0,72,0,0,0,44,28,0,0,0,0,0,0,0,35,0.0136986301369863,141 PETIR RD,0.003923029120095732,0.0022626817593741537,0.002671853911291233,0.010261426361814452
4,0,0,0,0,0,32,0,0,0,32,0,0,0,0,0,0,0,0,40,0.030303030303030304,141 POTONG PASIR AVE 3,0.002718652496282848,0.0024460809917901073,0.0020516327700052053,0.01801941703919379
16,0,0,0,0,0,119,0,0,0,59,60,0,0,0,0,0,0,0,26,0.008333333333333333,141 RIVERVALE ST,0.0024853622101356386,0.0008065701592984972,0.0024431431041831474,0.025532018345199494
13,0,0,1,0,0,120,0,0,0,96,24,0,0,0,0,0,0,0,35,0.008264462809917356,141 SERANGOON NTH AVE 2,0.003951193896440615,0.0032802928929708338,0.003962546727178075,0.024689506468147368
11,0,0,1,0,0,120,0,0,0,68,52,0,0,0,0,0,0,0,35,0.008264462809917356,141 SIMEI ST 2,0.0027186051820334645,0.0027966519704104484,0.003178789416411191,0.017102977258594856
11,0,0,0,0,0,120,0,0,0,120,0,0,0,0,0,0,0,0,40,0.008264462809917356,141 TAMPINES ST 12,0.002979263775885541,0.0013144852346954833,0.0041264685753438874,0.019886861635576358
13,1,0,0,0,0,66,0,0,0,33,33,0,0,0,0,0,0,0,34,0.014925373134328358,141 TECK WHYE LANE,0.0018409153168291671,0.0017288662921682468,0.00036453760907329127,0.0049283575223845475
12,0,0,1,0,0,109,0,0,63,44,1,0,0,0,0,0,1,0,39,0.01834862385321101,141 YISHUN RING RD,0.0014872424881531364,0.00229211711031187,0.0026976540783813304,0.01964458993487614
13,0,0,0,0,0,148,0,0,0,88,60,0,0,0,0,0,0,0,37,0.006711409395973154,142 BEDOK RESERVOIR RD,0.001306645345378901,0.0018730776664729908,0.008936607702504318,0.01226799192558038
13,0,0,0,0,0,96,0,0,0,42,54,0,0,0,0,0,0,0,36,0.010309278350515464,142 BISHAN ST 12,0.004466227091883638,0.003911853401198731,0.00493675565400652,0.020611007110549546
17,0,0,0,0,0,80,0,0,0,0,0,80,0,0,0,0,0,0,39,0.012345679012345678,142 BT BATOK ST 11,0.0017545761030534292,0.0008967902209465997,0.001419886490736965,0.00269295659334305
13,1,0,1,0,0,144,0,0,120,24,0,0,0,0,0,0,0,0,45,0.006896551724137931,142 JLN BT MERAH,0.004732038064427344,0.001985730422812337,0.005093177536574323,0.004887089817767476
30,0,0,0,0,0,173,0,0,0,115,58,0,0,0,0,0,0,0,24,0.005747126436781609,142 LOR 2 TOA PAYOH,0.001994699503765361,0.0015696012863143849,0.003978870320329015,0.023422454557751375
13,1,0,0,0,0,128,0,0,8,108,12,0,0,0,0,0,0,0,39,0.007751937984496124,142 LOR AH SOO,0.003238914803747947,0.0035827330914181723,0.0009868800555443348,0.024547774501260826
10,0,0,0,0,0,56,0,0,0,0,18,38,0,0,0,0,0,0,39,0.017543859649122806,142 MARSILING RD,0.0017518258061581036,0.0032277323018912525,0.0015438317391887775,0.029048905622461204
10,0,0,0,0,0,129,0,21,0,90,18,0,0,0,0,0,0,0,30,0.007692307692307693,142 PASIR RIS ST 11,0.00731586628335965,0.002144736082297063,0.003798501752155146,0.03457825524170846
12,0,0,0,0,0,132,0,0,66,66,0,0,0,0,0,0,0,0,36,0.007518796992481203,142 PETIR RD,0.003421362962936159,0.002784496240063254,0.0021670195243295933,0.009774705374999748
18,0,0,1,0,0,159,0,0,82,68,9,0,0,0,0,0,0,0,39,0.00625,142 POTONG PASIR AVE 3,0.001909959941427868,0.0021809942199831596,0.0012407476548221298,0.01767555650108216
16,0,0,0,0,0,123,0,0,0,32,91,0,0,0,0,0,0,0,25,0.008064516129032258,142 RIVERVALE CRES,0.002147072249980697,0.0013550417873808512,0.0017667534226988087,0.024846030923341113
4,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,37,0.01639344262295082,142 SERANGOON NTH AVE 1,0.004757189255179971,0.004165915519918729,0.002852462263007413,0.024139449143481973
11,0,0,0,0,0,80,0,0,0,34,46,0,0,0,0,0,0,0,36,0.012345679012345678,142 SIMEI ST 2,0.0022256731980574295,0.0032866905608991423,0.0026858383289069753,0.01660455592158645
11,1,0,0,0,0,80,0,0,0,12,68,0,0,0,0,0,0,0,40,0.012345679012345678,142 TAMPINES ST 12,0.00337321445158206,0.0014936045614842325,0.0036782973627415947,0.02032531940188231
13,1,0,0,0,0,56,0,0,0,29,27,0,0,0,0,0,0,0,34,0.017543859649122806,142 TECK WHYE LANE,0.0021383030822187997,0.0013829681849342708,0.0007496906081492471,0.0045314826639281545
12,0,0,1,0,0,110,0,0,66,44,0,0,0,0,0,0,0,0,39,0.009009009009009009,142 YISHUN RING RD,0.0013408781340067363,0.00239661901209424,0.0026792919714880075,0.019497064715119947
4,0,0,0,0,0,47,0,0,30,16,1,0,0,0,0,0,0,0,37,0.020833333333333332,143 BEDOK RESERVOIR RD,0.0018355954447867786,0.0022285903360139427,0.007923774523481267,0.009864483518221001
4,0,0,0,0,0,16,0,0,0,10,6,0,0,0,0,0,0,0,36,0.058823529411764705,143 BISHAN ST 12,0.0034903720354873026,0.0033936835700995624,0.004161984447452373,0.019667139248029177
4,0,0,0,0,0,31,0,0,22,8,1,0,0,0,0,0,0,0,40,0.03125,143 BT BATOK ST 11,0.0018209228660256071,0.0013330094881149114,0.0011401827443201654,0.002509238794681312
25,1,0,0,0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,42,0.010309278350515464,143 JLN BT MERAH,0.003793678590965726,0.002813843648789527,0.004765639143556575,0.005335887324821547
13,0,0,1,0,0,96,0,0,0,84,12,0,0,0,0,0,0,0,39,0.010309278350515464,143 LOR AH SOO,0.0028202014752682354,0.002799493407854604,0.001519551721866719,0.02464675826514756
30,0,0,0,0,0,183,0,0,0,107,76,0,0,0,0,0,0,0,23,0.005434782608695652,143 LOR 2 TOA PAYOH,0.0017902247425826056,0.0016280019759071268,0.004107302829857567,0.023685578007253825
4,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,39,0.058823529411764705,143 MARSILING RD,0.002575384371717377,0.003974866815686202,0.0024682361300117374,0.02986225118463792
13,0,0,1,0,0,75,0,0,0,39,36,0,0,0,0,0,0,0,30,0.013157894736842105,143 MEI LING ST,0.0011148901521005786,0.002230325088120596,0.004551230408771824,0.017821321545092052
11,0,0,0,0,0,78,0,0,0,41,37,0,0,0,0,0,0,0,30,0.012658227848101266,143 PASIR RIS ST 11,0.005930916756498058,0.002910989358242946,0.005145939237655137,0.033097316490994955
12,0,0,0,0,0,132,0,0,66,66,0,0,0,0,0,0,0,0,36,0.007518796992481203,143 PETIR RD,0.0033966993414132293,0.002781446591400063,0.0021450496370803715,0.009740064936770047
17,1,0,1,0,0,156,0,0,80,68,8,0,0,0,0,0,0,0,40,0.006369426751592357,143 POTONG PASIR AVE 2,0.0017058181243183744,0.0018596765950433488,0.0010586373325199025,0.01770233889149371
17,0,0,1,0,0,96,0,0,0,0,0,96,0,0,0,0,0,0,25,0.010309278350515464,143 RIVERVALE DR,0.0024826457751618695,0.0012136890319902906,0.0021629625149431784,0.025230081923878066
13,0,0,0,0,0,120,0,0,0,78,42,0,0,0,0,0,0,0,37,0.008264462809917356,143 SERANGOON NTH AVE 1,0.004887299253443659,0.00430610285339792,0.0027445202698393343,0.02399398753373159
11,1,0,0,0,0,80,0,0,0,12,68,0,0,0,0,0,0,0,40,0.012345679012345678,143 TAMPINES ST 12,0.0026848585429943704,0.000982795939988785,0.004299074646929332,0.019787095418145873
4,0,0,0,0,0,32,0,0,24,8,0,0,0,0,0,0,0,0,39,0.030303030303030304,143 YISHUN RING RD,0.0015185201987161874,0.0021652613491943795,0.0025229764853690294,0.01962946068625399
4,0,0,0,0,0,48,0,0,32,16,0,0,0,0,0,0,0,0,37,0.02040816326530612,144 BEDOK RESERVOIR RD,0.0009555565531703961,0.002125108521901498,0.009642656337335983,0.011610832338505739
9,0,0,1,0,0,96,0,0,0,56,40,0,0,0,0,0,0,0,36,0.010309278350515464,144 BISHAN ST 12,0.004139826920515195,0.0034771824777798783,0.004502633789955909,0.020379737321659253
4,0,0,0,0,0,30,0,0,20,8,2,0,0,0,0,0,0,0,40,0.03225806451612903,144 BT BATOK WEST AVE 6,0.0015372577331657863,0.0010971191410757807,0.0011195438255205846,0.0028199904204645795
11,0,0,1,0,0,100,0,0,80,20,0,0,0,0,0,0,0,0,42,0.009900990099009901,144 JLN BT MERAH,0.004131490453580959,0.0023416604995107233,0.004684565067778847,0.004897913736322604
30,0,0,0,0,0,183,0,0,0,107,76,0,0,0,0,0,0,0,23,0.005434782608695652,144 LOR 2 TOA PAYOH,0.002251781157265776,0.002115610297753204,0.0036062562135071355,0.02343578280481391
13,0,0,0,0,0,80,0,0,0,0,0,80,0,0,0,0,0,0,39,0.012345679012345678,144 LOR AH SOO,0.0028205599758016524,0.002530405617079617,0.00178959146791167,0.024788337482535134
10,0,0,0,0,0,62,0,0,0,36,26,0,0,0,0,0,0,0,30,0.015873015873015872,144 PASIR RIS ST 11,0.006338913379176598,0.003124587856382523,0.004733107635505712,0.03352187573776454
4,0,0,0,0,0,24,0,0,0,0,0,24,0,0,0,0,0,0,36,0.04,144 PETIR RD,0.003939990082656228,0.0022223422647047624,0.0026933710090029485,0.010264907858263344
4,0,0,0,0,0,32,0,0,0,32,0,0,0,0,0,0,0,0,40,0.030303030303030304,144 POTONG PASIR AVE 2,0.0015401739156000493,0.0015624753942061868,0.000950679216887324,0.01770538750809989
17,0,0,1,0,0,131,0,0,0,34,97,0,0,0,0,0,0,0,25,0.007575757575757576,144 RIVERVALE DR,0.0031830944936442496,0.0011595238358377891,0.0030587618422841696,0.026124648750982894
13,0,0,0,0,0,96,0,0,0,96,0,0,0,0,0,0,0,0,38,0.010309278350515464,144 SERANGOON NTH AVE 1,0.004620682078160181,0.004133649607825522,0.003109381517260694,0.024144066121576217
4,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,36,0.1111111111111111,144 SIMEI ST 2,0.0021390443664041593,0.003408834676505997,0.0025984225561421245,0.016488234870826627
11,1,0,0,0,0,153,0,0,46,106,0,0,0,0,0,0,1,0,39,0.013071895424836602,144 TAMPINES ST 12,0.00301734343244256,0.001135473707652227,0.003949762938863938,0.020116220059789466
16,1,0,0,0,0,45,0,0,0,15,30,0,0,0,0,0,0,0,35,0.021739130434782608,144 TECK WHYE LANE,0.002080434929432897,0.0014383374448221741,0.0007801584491255215,0.004528001202971644
4,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,32,38,33.0,144 WOODLANDS ST 13,0.0020592577810380854,0.002244963908779293,0.001758705817820755,0.02882863282929834
4,0,0,0,0,0,32,0,0,24,8,0,0,0,0,0,0,0,0,39,0.030303030303030304,144 YISHUN ST 11,0.0015249220104211964,0.0021401427030163876,0.002484051942966319,0.019622068086449236
13,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,0,37,0.0136986301369863,145 BEDOK RESERVOIR RD,0.0010947025494805215,0.0024351054611154816,0.009163996655338529,0.011109817031192007
10,0,0,1,0,0,115,0,0,0,74,41,0,0,0,0,0,0,0,37,0.008620689655172414,145 BISHAN ST 11,0.00504963372862582,0.004515061163400476,0.005579053679209015,0.021076607779465534
4,0,0,0,0,0,48,0,0,39,8,0,0,0,0,0,0,1,0,40,0.041666666666666664,145 BT BATOK ST 11,0.001581309547589324,0.0009718552091258286,0.0012481293863310543,0.0028165047938821376
9,0,0,0,0,0,79,0,0,62,16,0,1,0,0,0,0,0,0,42,0.0125,145 JLN BT MERAH,0.0040284236098206885,0.0023718109092089475,0.0045225513041639185,0.00482408146599308
40,0,0,0,0,0,234,0,0,0,195,39,0,0,0,0,0,0,0,18,0.00425531914893617,145 LOR 2 TOA PAYOH,0.0026328132703225086,0.0021401298915208907,0.0033117706349701332,0.022927332094448322
13,0,0,0,0,0,80,0,0,0,0,0,80,0,0,0,0,0,0,40,0.012345679012345678,145 LOR AH SOO,0.002687035346207763,0.0020546641263718968,0.0022061816258111024,0.02485619114515534
12,0,0,1,0,0,51,0,0,0,32,19,0,0,0,0,0,0,0,29,0.019230769230769232,145 MEI LING ST,0.0007908659682421143,0.0019079518145041594,0.004881569604918706,0.017826434091924956
9,0,0,0,0,0,48,0,0,0,10,38,0,0,0,0,0,0,0,30,0.02040816326530612,145 PASIR RIS ST 11,0.007146890122766696,0.00233776263265653,0.00392451788582877,0.03433135519481307
4,0,0,0,0,0,28,0,0,0,22,6,0,0,0,0,0,0,0,36,0.034482758620689655,145 PETIR RD,0.0037179065932687492,0.0024344203628128428,0.002475017655370355,0.010036035248165872
17,0,0,0,0,0,156,0,0,80,68,8,0,0,0,0,0,0,0,39,0.006369426751592357,145 POTONG PASIR AVE 2,0.0012502363636440596,0.0013292891684526045,0.0006834765490228541,0.017456295232250587
17,0,0,1,0,0,131,0,0,0,34,97,0,0,0,0,0,0,0,25,0.007575757575757576,145 RIVERVALE DR,0.0026421533585358255,0.0012046819449944171,0.0023344062167347866,0.025393492303354092
4,0,0,0,0,0,40,0,0,0,28,12,0,0,0,0,0,0,0,38,0.024390243902439025,145 SERANGOON NTH AVE 1,0.004718272171620733,0.004178135567879807,0.003064105827156765,0.024025096983808027
11,0,0,1,0,0,80,0,0,0,34,46,0,0,0,0,0,0,0,36,0.012345679012345678,145 SIMEI ST 2,0.0017593656745946461,0.003796905610605533,0.0022167406698545247,0.016094628387814672
11,0,0,0,0,0,160,0,0,49,110,0,0,0,0,0,0,1,0,39,0.0125,145 TAMPINES ST 12,0.003371306581423015,0.0013561721533001067,0.003566573088355216,0.020489206965697337
12,0,0,0,0,0,110,0,0,66,44,0,0,0,0,0,0,0,0,39,0.009009009009009009,145 WOODLANDS ST 13,0.0017576777464898177,0.001389825087756918,0.0013676175140724049,0.027807215958497878
12,1,0,1,0,0,110,0,0,66,44,0,0,0,0,0,0,0,0,39,0.009009009009009009,145 YISHUN ST 11,0.0013294855902088371,0.0023169831734670622,0.002600730705925633,0.019436788539655556
13,0,0,0,0,0,124,0,0,0,82,42,0,0,0,0,0,0,0,37,0.008,146 BEDOK RESERVOIR RD,0.0009081900806293922,0.002328079792946374,0.00945288191637863,0.011406212246701953
10,0,0,0,0,0,109,0,0,0,70,39,0,0,0,0,0,0,0,36,0.00909090909090909,146 BISHAN ST 11,0.004319160834279503,0.0037760677453213035,0.006354688203048286,0.021461062159092367
12,0,0,1,0,0,130,0,0,106,22,0,2,0,0,0,0,0,0,40,0.007633587786259542,146 BT BATOK WEST AVE 6,0.0013528992630230895,0.0008179883456217727,0.001310517786025207,0.0031171610928467965
9,0,0,0,0,0,88,0,0,0,60,28,0,0,0,0,0,0,0,35,0.011235955056179775,146 GANGSA RD,0.004145396153171543,0.002005447812861626,0.002918749430552788,0.010420499867453368
13,1,0,0,0,0,177,0,0,129,45,2,1,0,0,0,0,0,0,42,0.0056179775280898875,146 JLN BT MERAH,0.00357623510480027,0.002929057218265574,0.004555969537605415,0.005314870849733454
40,0,0,0,0,0,234,0,0,0,195,39,0,0,0,0,0,0,0,18,0.00425531914893617,146 LOR 2 TOA PAYOH,0.0020842218040228373,0.002196135538572263,0.002768143549948332,0.022625420282128078
22,0,0,0,0,0,84,0,0,0,0,84,0,0,0,0,0,0,0,29,0.011764705882352941,146 MEI LING ST,0.00077521596901456,0.00187879116641344,0.004990143862356293,0.01799408357614357
11,0,0,0,0,0,77,0,0,0,30,47,0,0,0,0,0,0,0,30,0.01282051282051282,146 PASIR RIS ST 11,0.006941644628356466,0.0025260516964977515,0.004132924148232613,0.03415219219240351
4,1,0,0,0,0,43,0,0,22,17,0,0,0,0,0,0,4,0,38,0.125,146 POTONG PASIR AVE 1,0.0006566136194275313,0.000868548248247145,0.00040456839972972453,0.016975717251324327
17,0,0,1,0,0,131,0,0,0,34,97,0,0,0,0,0,0,0,25,0.007575757575757576,146 RIVERVALE DR,0.002276684255670766,0.0015226348841982575,0.0017469071536325366,0.024797270440438692
13,0,0,0,0,0,96,0,0,0,96,0,0,0,0,0,0,0,0,37,0.010309278350515464,146 SERANGOON NTH AVE 1,0.004433292433445692,0.0038096183358617545,0.0034368992678047963,0.024247929693362192
11,0,0,0,0,0,120,0,0,0,68,52,0,0,0,0,0,0,0,35,0.008264462809917356,146 SIMEI ST 2,0.001589860481240222,0.0040166812139393136,0.0020421359901908595,0.015878522927925933
11,0,0,0,0,0,78,0,0,0,0,0,78,0,0,0,0,0,0,39,0.012658227848101266,146 TAMPINES AVE 5,0.0025613081261162468,0.0008057466321548743,0.0043654245557592656,0.01977238481761591
12,1,0,0,0,0,110,0,0,66,44,0,0,0,0,0,0,0,0,39,0.009009009009009009,146 WOODLANDS ST 13,0.001861628379924322,0.0022796311110550066,0.001562636806483481,0.028707830721574627
12,0,0,0,0,0,109,0,0,64,44,1,0,0,0,0,0,0,0,39,0.00909090909090909,146 YISHUN ST 11,0.0014585216131428262,0.0021519513022240128,0.0024186331757037704,0.019508658594658952
13,0,0,0,0,0,120,0,0,0,78,42,0,0,0,0,0,0,0,37,0.008264462809917356,147 BEDOK RESERVOIR RD,0.0007804474881741145,0.002290165826396233,0.009729691511696425,0.011687665258238009
9,0,0,0,0,0,80,0,0,0,52,28,0,0,0,0,0,0,0,37,0.012345679012345678,147 BISHAN ST 11,0.004220626508632094,0.0035553345708599607,0.0066037785187230864,0.02175461488501734
4,0,0,0,0,0,16,0,0,8,8,0,0,0,0,0,0,0,0,40,0.058823529411764705,147 BT BATOK WEST AVE 6,0.0014099625495731832,0.0006791868955056691,0.001449066451541475,0.0031452696317253353
13,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,35,0.01639344262295082,147 GANGSA RD,0.0036352868359876716,0.002515414833402482,0.002412130541453433,0.009914622568599514
40,0,0,0,0,0,229,0,0,0,156,73,0,0,0,0,0,0,0,19,0.004347826086956522,147 LOR 2 TOA PAYOH,0.002036654755676266,0.0019480914388303918,0.0027706370879116583,0.022865869583201505
8,0,0,1,0,0,24,0,0,0,0,0,24,0,0,0,0,0,0,30,0.04,147 MEI LING ST,0.0003900812983428504,0.0014617437702317605,0.005385868051672205,0.017917793635133156
10,0,0,0,0,0,91,0,0,0,42,49,0,0,0,0,0,0,0,30,0.010869565217391304,147 PASIR RIS ST 13,0.007079965964244602,0.0024667740975993983,0.004001798761985267,0.034206600449474996
17,0,0,1,0,0,96,0,0,0,0,0,96,0,0,0,0,0,0,25,0.010309278350515464,147 RIVERVALE CRES,0.0021770041494900572,0.0014722482908674976,0.0017004667990955088,0.024767980081854685
13,1,0,0,0,0,167,0,0,95,72,0,0,0,0,0,0,0,0,37,0.005952380952380952,147 SERANGOON NTH AVE 1,0.0043370970630496036,0.0035808864802144326,0.00369202874573333,0.02429901624917692
4,0,0,0,0,0,28,0,0,0,0,0,28,0,0,0,0,0,0,36,0.034482758620689655,147 SIMEI ST 2,0.002433597208745068,0.0031525929562887145,0.002892877557012566,0.01676106859434481
4,1,0,0,0,0,12,0,0,8,4,0,0,0,0,0,0,0,0,41,0.07692307692307693,147 SILAT AVE,0.004021034458026289,0.0022823948704169907,0.00429120985541026,0.004588230686883426
9,0,0,1,0,0,92,0,0,0,0,0,92,0,0,0,0,0,0,39,0.010752688172043012,147 TAMPINES AVE 5,0.0036903078191743524,0.0013864199975387793,0.003156048305791569,0.020989941975550788
4,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,32,39,33.0,147 WOODLANDS ST 13,0.0017754330373422771,0.0022502678755219126,0.0014752758955133272,0.028622215589999504
12,0,0,0,0,0,110,0,0,64,44,0,0,0,0,0,0,2,0,39,0.027522935779816515,147 YISHUN ST 11,0.0017508655154312538,0.0018783515017307896,0.002237836211591237,0.019782359193979433
13,1,0,0,0,0,120,0,0,0,120,0,0,0,0,0,0,0,0,37,0.008264462809917356,148 BEDOK RESERVOIR RD,0.0008869464998347358,0.0021875109743807212,0.009349750529830702,0.01210235774153784
10,0,0,0,0,0,81,0,0,18,18,0,0,45,0,0,0,0,0,36,0.012195121951219513,148 BISHAN ST 11,0.00450967414789688,0.0039144638170063115,0.006238983600684342,0.021501669022057975
12,0,0,1,0,0,131,0,0,108,22,1,0,0,0,0,0,0,0,40,0.007575757575757576,148 BT BATOK WEST AVE 6,0.0012698726564057635,0.0006282733297539936,0.0015913500112030986,0.0034356381970503296
12,0,0,0,0,0,110,0,0,66,44,0,0,0,0,0,0,0,0,36,0.009009009009009009,148 GANGSA RD,0.0037668392751181723,0.0023791131321498796,0.0025340475897716354,0.01006230159147392
11,1,0,0,0,0,180,0,0,0,0,0,0,0,0,0,180,0,0,52,181.0,148 LOR 1 TOA PAYOH,0.002286457330775364,0.00197556994436691,0.003047439325010208,0.023235624411935923
25,0,0,0,0,0,110,0,0,0,0,0,110,0,0,0,0,0,0,29,0.009009009009009009,148 MEI LING ST,0.0004983438844901694,0.0015287201229902934,0.005390479992632313,0.01804339676392664
8,0,0,1,0,0,56,0,0,0,42,14,0,0,0,0,0,0,0,30,0.017543859649122806,148 PASIR RIS ST 13,0.006272383450778286,0.003299762492859953,0.004828788831223041,0.03337191015849921
4,1,0,0,0,0,46,0,0,32,13,0,0,0,0,0,0,1,0,38,0.043478260869565216,148 POTONG PASIR AVE 1,0.0010462157663155985,0.0014183098048729766,0.0003882528449750254,0.017109213624103267
16,0,0,0,0,0,123,0,0,0,32,91,0,0,0,0,0,0,0,25,0.008064516129032258,148 RIVERVALE CRES,0.001990245952242894,0.0015972144938915457,0.0014608694395076792,0.02453762276362719
4,0,0,0,0,0,48,0,0,0,0,0,48,0,0,0,0,0,0,37,0.02040816326530612,148 SERANGOON NTH AVE 1,0.004238196026840948,0.0036173484780292558,0.003625619823686164,0.02443178171520944
11,0,0,1,0,0,100,0,0,0,54,46,0,0,0,0,0,0,0,36,0.009900990099009901,148 SIMEI ST 1,0.0031615018339687076,0.002464433136086795,0.0036216098765415312,0.017489107771421795
13,1,0,0,0,0,116,0,0,89,24,1,2,0,0,0,0,0,0,41,0.008547008547008548,148 SILAT AVE,0.004272570428182675,0.0020220878655407533,0.004320139837184843,0.004403938925680724
11,0,0,0,0,0,90,0,0,0,0,0,90,0,0,0,0,0,0,39,0.01098901098901099,148 TAMPINES AVE 5,0.004540212963685057,0.0016785640745026554,0.001787730520687167,0.022322709479766854
12,0,0,0,0,0,110,0,0,66,44,0,0,0,0,0,0,0,0,39,0.009009009009009009,148 WOODLANDS ST 13,0.0018935046544915873,0.0019244249300322163,0.0015871538743552846,0.02847448052749178
12,0,0,1,0,0,185,0,0,106,66,13,0,0,0,0,0,0,0,39,0.005376344086021506,148 YISHUN ST 11,0.0023915745023769235,0.0012054092797026013,0.0016969784488861145,0.020269454415759423
13,0,0,0,0,0,120,0,0,0,120,0,0,0,0,0,0,0,0,37,0.008264462809917356,149 BEDOK RESERVOIR RD,0.001287889613237595,0.002002325330243002,0.008876599958305705,0.012431435841687474
9,0,0,0,0,0,96,0,0,0,56,40,0,0,0,0,0,0,0,37,0.010309278350515464,149 BISHAN ST 11,0.004626058919691204,0.003956418314318819,0.006236017933171066,0.021630142641461333
